File,Annotation,Source_Link,Title,Subset
low_income34,0,https://www.bilibili.com/video/BV1zX4y1e7XD/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,工人阶级不是所谓的人下人,train
low_income35,0,https://www.bilibili.com/video/BV1sH4y117C4/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,凌晨五点给环卫工送早餐,train
low_income36,0,https://www.bilibili.com/video/BV1r34y1u7LW/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,环卫工工资650，这么多年也不涨工资，还有人抢着干？,train
low_income37,0,https://www.bilibili.com/video/BV1HJ4m1u7Rv/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,冒名景区环卫工人工资500万,test
low_income38,0,https://www.bilibili.com/video/BV1xo4y1T7h7/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,泪目！环卫工妈妈在考场外等待高考的儿子，儿子出考场后两人激动流泪相拥！可怜天下父母心！,train
low_income39,0,https://www.bilibili.com/video/BV1ai421Y7ST/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,为什么很多人对当下社会非常不满？,test
low_income40,0,https://www.bilibili.com/video/BV1zr4y197mi/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我站在最底层，看着周围。,train
low_income41,1,https://www.bilibili.com/video/BV1sz4y1z7av/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,为什么中国人总是被歧视？,train
low_income42,0,https://www.bilibili.com/video/BV15S421o7ox/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,过大的社会压力让底层劳动者不堪重负，社会戾气加重，给予他们足够的宽容和耐心，对自己也是一种保护,train
low_income43,0,https://www.bilibili.com/video/BV1EG411T73s/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,现实有多少人活在底层，却还在苦苦挣扎？,train
low_income44,0,###Privacy Limitation###,###Privacy Limitation###,test
low_income45,0,https://www.bilibili.com/video/BV1A64y1d7SQ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,意大利公益广告，打消你对底层人士的偏见,test
low_income46,0,https://www.bilibili.com/video/BV1fJ4m1K7kc/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,为什么底层人翻身很难？,train
low_income47,0,https://www.bilibili.com/video/BV1Bw41197WM/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,不唱衰，不吹牛，不骗人，活在社会底层的悲惨文盲，都受尽压榨,train
low_income48,0,https://www.bilibili.com/video/BV1Vg4y1w7Xy/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,不该为难底层百姓,train
low_income49,0,https://www.bilibili.com/video/BV1Gt4y137PC/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,活生生把自己变成了最垃圾的底层人，我想一死了之,train
low_income50,0,https://www.bilibili.com/video/BV148411q7Ru/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,年龄歧视上限越来越低，打工打的真是不容易,test
low_income51,0,https://www.bilibili.com/video/BV1nM4y1C7DP/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我后悔了！我就是没有文化 ，一些学历歧视我摊牌了 有点后悔没有好好学习,test
low_income52,0,https://www.bilibili.com/video/BV1Py4y1S7ai/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,为什么大多数人永远只能处于社会底层？,train
low_income53,0,https://www.bilibili.com/video/BV1xH4y1a7jZ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,难道底层人民的命就不是命吗？,train
low_income54,0,https://www.bilibili.com/video/BV13L411a7Wv/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,正面歧视，被歧视并不可耻,test
low_income55,0,https://www.bilibili.com/video/BV1Mn4y1X7LM/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,种族歧视？在国外生活多年的她心情复杂......,train
low_income56,0,https://www.bilibili.com/video/BV1nP4y1y7At/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,中国的专家们，已经彻彻底底脱离底层老百姓的生活圈子了,train
low_income57,0,https://www.bilibili.com/video/BV1AD4y1Q7Xu/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,不满歧视和家庭暴力 瑞士上万名女性街头呐喊1分钟,test
low_income58,0,https://www.bilibili.com/video/BV1v5411R77S/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,张雪峰谈他是如何从社会最底层成功的。,train
low_income59,0,https://www.bilibili.com/video/BV1P5411W7ee/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,在国外被歧视性言语侮辱该不该回怼？#国外生活,train
low_income60,0,https://www.bilibili.com/video/BV15w411c7Tr/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,我一向是底层视角，反对既得利益者的剥削，不曾改变。,train
low_income61,0,###Privacy Limitation###,###Privacy Limitation###,train
low_income62,0,###Privacy Limitation###,###Privacy Limitation###,train
low_income63,0,https://www.bilibili.com/video/BV1Cj411Y72k/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,底层人的生活是文明的底线，可惜一次又一次的被击穿,train
low_income64,0,https://www.bilibili.com/video/BV1Ct4y1Z7y8/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,专家：赞美穷人的苦难，是一个社会的耻辱，并不是正能量,train
low_income65,0,https://www.bilibili.com/video/BV1oN4y1r7LF/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,爸妈在国外被歧视...我很愧疚想选择忍气吞声,train
low_income66,0,https://www.bilibili.com/video/BV1wU4y1Z7SR/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,绝大部分的优越感都来源于自卑， 绝大部分的势利眼也只是人类还未驯化的劣根性。 唯有走出偏见，以不卑不亢的态度面对世人，才能真正的拥抱平等和我们每一个人自身的价值,train
low_income67,0,https://www.bilibili.com/video/BV1q24y157jL/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,如果没有人为底层站出来发声，这是社会的悲哀,train
low_income68,0,https://www.bilibili.com/video/BV1Ng4y1A7pB/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,这个社会压倒年轻人的最后一根稻草是什么？,train
low_income69,0,https://www.bilibili.com/video/BV1y1421r7nv/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,未明子：这些高学历“精英”你们凭什么歧视劳动者子女？就凭“卵巢彩票？”,train
low_income70,1,https://www.bilibili.com/video/BV1c14y1F7pA/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,农民工坐地铁遭“藓女”歧视，初中生说：“人人生而平等”,train
low_income71,1,https://www.bilibili.com/video/BV1hS4y1u71w/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,农民工图书馆看书遭歧视，陌生大叔愤而发声,train
low_income72,1,https://www.bilibili.com/video/BV17f421Q722/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,狂妄大学生瞧不起农民工，怒斥农民工没文化工资却比他们高，结果被怼的哑口无言。,train
low_income73,1,https://www.bilibili.com/video/BV1Nj411u7AZ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,大学生质疑农民工拿高工资，反问凭啥拿高薪，结果被怼的哑口无言,test
low_income74,1,https://www.bilibili.com/video/BV1hKYke1EJL/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,（补档）上海大学说唱社sdsc侮辱农民工原视频,test
low_income75,1,https://www.bilibili.com/video/BV1aM411F73z/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,【百便马腚】路人嘲讽农民工被马腚制裁 豆瓣评分0.0,test
low_income76,1,https://www.bilibili.com/video/BV1WY4y147ht/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,老师歧视穷学生，怒骂“越穷越没素质”，路人怒斥妄为人师,train
low_income77,1,https://www.bilibili.com/video/BV1kR4y1J7gM/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,嘲笑男人吃10元快餐！讽刺农民工！你3000月薪，阶级观念真丑陋！,train
low_income78,1,https://www.bilibili.com/video/BV1vK411m7hq/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,免费品尝的咖啡，农民工没有这个权利吗？谁说他们买不起了？,train
low_income79,1,https://www.bilibili.com/video/BV1qP4y1R7ju/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,农民工进店吃饭，竟被老板拒之门外，老板：我歧视农民工,train
low_income80,1,https://www.bilibili.com/video/BV1p1421r7HC/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“天塌下来有我们工人顶着！”,test
low_income81,1,https://www.bilibili.com/video/BV1qk4y1W7UC/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,排队被一个环卫工公然谩骂歧视，说“大陆人为什么要来香港？香港不欢迎你！滚回去你们大陆，你们大陆女人来这里都是做鸡”。,train
low_income82,1,https://www.bilibili.com/video/BV1Fs4y127GH/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,女子遛狗不栓绳，吓到环卫工阿姨，竟要求阿姨给狗下跪道歉！,train
low_income83,1,https://www.bilibili.com/video/BV1n14y1G7WT/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,越是底层的人越势利眼,train
low_income84,1,https://www.bilibili.com/video/BV1Ts421M76K/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,远离社会底层的低级捞女,train
low_income85,1,https://www.bilibili.com/video/BV1MU421Z7Zj/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,为什么穷人喜欢“内斗”，底层互相拉踩，而不是帮助,train
low_income86,1,https://www.bilibili.com/video/BV1HM4y1b7o6/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,欺压国人的并不是资本压榨，而是我们中那些所谓的“精英”,train
low_income87,1,https://www.bilibili.com/video/BV1i8411177h/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,越是底层的人越是喜欢为难别人,train
low_income88,1,https://www.bilibili.com/video/BV1Lu411X7Xe/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,千万不要跟底层的人去争论,train
low_income89,1,https://www.bilibili.com/video/BV1mS4y1h7s1/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“蒋舒婷歧视底层粉丝职业，直言谁会看得上她?”,train
low_income90,1,https://www.bilibili.com/video/BV1ep421R7vS/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,底层人很难成长,test
low_income91,1,https://www.bilibili.com/video/BV19a411j7EU/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,如何面对歧视,train
low_income92,1,https://www.bilibili.com/video/BV1mP411W7ZF/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,人拼死也要脱离社会底层。,train
low_income93,1,###Privacy Limitation###,###Privacy Limitation###,train
low_income94,1,https://www.bilibili.com/video/BV1MH4y1D736/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,很多基层员工总提爱国！是因为家庭环境差，人自卑又无知,train
low_income95,0,https://www.bilibili.com/video/BV1jJ4m1T7f6/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,冰冷的社会真相，底层孩子接触到上层社会，会有多震撼,train
low_income96,0,https://www.bilibili.com/video/BV1mv4y1K7xs/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,歧视，优越感，焦虑。这些现象背后的底层逻辑到底是什么,train
low_income97,0,https://www.bilibili.com/video/BV1hU4y127mr/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,底层的“恶”，比我弱就欺负你，想要获得尊重而内心胆小,train
low_income98,0,https://www.bilibili.com/video/BV1y1421r7nv/?spm_id_from=333.337.search-card.all.click,未明子：这些高学历“精英”你们凭什么歧视劳动者子女？就凭“卵巢彩票？”,train
low_income99,0,https://www.bilibili.com/video/BV1R14y1d764/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,总有人觉得自己高人一等！底层人为难底层,train
low_income100,0,https://www.bilibili.com/video/BV1Hu4m1u7CR/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,底层社会的真相：为什么穷人的孩子还是穷人？【黄启团】,train
low_income101,0,https://www.bilibili.com/video/BV1uC4y1g7rk/?spm_id_from=333.337.search-card.all.click,《底层家长认知》,train
low_income102,0,https://www.bilibili.com/video/BV1DT411k7a8/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,zg底层人民过的是真惨,train
low_income103,0,https://www.bilibili.com/video/BV1mf421X7iL/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,身处底层，一定要远离熟人,test
low_income104,0,###Privacy Limitation###,###Privacy Limitation###,train
low_income105,0,https://www.bilibili.com/video/BV19N4y1X7kK/?spm_id_from=333.337.search-card.all.click,为什么社会的底层，都喜欢人踩人？,test
low_income106,0,https://www.bilibili.com/video/BV1fu4y1Z7YS/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,自私、冷漠、内斗是中国人的劣根性吗？,train
low_income107,0,https://www.bilibili.com/video/BV1cd4y1N7Bc/?spm_id_from=333.337.search-card.all.click,艾跃进教授谈不要看不起底层人,test
low_income108,0,https://www.bilibili.com/video/BV191421r7YA/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,学历低，环境差，还有出路吗？,train
low_income109,0,https://www.bilibili.com/video/BV1MZ421T73L/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,社会真正的文明，是对待最底层人民的关怀与尊重,train
low_income110,0,https://www.bilibili.com/video/BV1sM411a72p/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,能从底层杀出来的人往往具有八种混社会的本事,train
low_income111,0,https://www.bilibili.com/video/BV18W4y1V7NN/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,为了自己的儿女，别再做社会底层人了,train
low_income112,0,https://www.bilibili.com/video/BV15b8KeVEtF/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,底层社会别谦虚,train
low_income113,0,https://www.bilibili.com/video/BV1xH4y1a7jZ/?spm_id_from=333.337.search-card.all.click,难道底层人民的命就不是命吗？,train
low_income114,0,###Privacy Limitation###,###Privacy Limitation###,train
low_income115,0,https://www.bilibili.com/video/BV1UA411i7DW/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,一个受歧视黑人和一个底层白人，谁更悲惨？,train
low_income116,0,https://www.bilibili.com/video/BV1tVeteqEez/?spm_id_from=333.337.search-card.all.click,这几年底层男性的话题会变得非常敏感，尤其是逃不开要面对这些问题的基层工作人员，更是会被反复拷问,train
low_income117,1,https://www.bilibili.com/video/BV1aL411o7rS/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,社会底层人性的阴暗面到底有多可怕？,train
low_income118,1,https://www.bilibili.com/video/BV1Ar4y1x7Eg/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,不要去跟底层的人去争论,train
low_income119,1,###Privacy Limitation###,###Privacy Limitation###,train
low_income121,1,https://www.bilibili.com/video/BV1H14y1S7hi/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,被歧视是低学历人群的命运,train
low_income122,1,https://www.bilibili.com/video/BV1K54y1L7RS/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,底层人民就不配被尊重吗？,test
low_income123,1,https://www.bilibili.com/video/BV1mY4y1n7S8/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,千万不要和底层人去争论,train
low_income124,1,https://www.bilibili.com/video/BV1cD421j7T1/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,自己不行怨社会,train
low_income125,1,https://www.bilibili.com/video/BV1ZM4y1a7nJ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,因为本科是二本，这个名校硕士在面试时屡遭歧视,train
low_income126,1,https://www.bilibili.com/video/BV16y4y1h7DR/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,贫富差距的碰撞，我想只有生活在底层的人，才能看懂,train
low_income127,1,https://www.bilibili.com/video/BV1wb421n7Cp/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,越是底层人，越是互相伤害？,train
single_parent01,1,https://www.bilibili.com/video/BV1ZM411P7Ns/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,不要追单亲家庭的女生,train
single_parent02,1,https://www.bilibili.com/video/BV1Pd4y187Kx/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,和单亲家庭长大的女生结婚最重要的三个问题,test
single_parent03,1,https://www.bilibili.com/video/BV1Ef4y1J7aS/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,李玫瑾：单亲家庭的孩子怎么教育？,test
single_parent04,0,https://www.bilibili.com/video/BV1rV4y1H7xa/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,两个单亲家庭的人 组成了一个幸福的新家庭,train
single_parent05,1,https://www.bilibili.com/video/BV1yZvCe1E4V/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,难道单亲家庭长大的孩子，就该低人一等吗,test
single_parent06,1,https://www.bilibili.com/video/BV1ML411f7jf/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,单亲家庭给孩子带来了什么？,train
single_parent07,1,https://www.bilibili.com/video/BV1Va411L7oC/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,单亲母亲为了保护女儿，竟然和别的男人交易！,train
single_parent08,1,https://www.bilibili.com/video/BV1dR4y1Q7KV/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,单亲妈妈培养的儿子，都会有点娘,train
single_parent09,1,https://www.bilibili.com/video/BV1Db411B7CF/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,非诚勿扰：男子歧视单亲妈妈，遭全场灭灯，被孟非直接赶下台，真解气,train
single_parent10,1,https://www.bilibili.com/video/BV1tz421r758/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,男子在餐厅歧视单亲妈妈，结局很爽,train
single_parent11,1,https://www.bilibili.com/video/BV1mV411s7pq/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,生活心理】有没有人真的很讨厌自己的妈妈？,train
single_parent12,1,https://www.bilibili.com/video/BV1Aw4m1q7Cz/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,全网热议的“女儿出钱给母亲生儿子”，暴露老一辈最可怕的一面【重男轻女】【生儿子】【原生家庭】,train
single_parent13,1,https://www.bilibili.com/video/BV14g41187Jw/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,单亲妈妈的心酸不是每个人都能理解的,train
single_parent14,1,https://www.bilibili.com/video/BV1h14y1R7m9/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,父母离异对孩子的伤害有多大，离异的孩子是没有家的！,test
single_parent15,1,https://www.bilibili.com/video/BV1UY41187SM/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,母亲为了保护女儿，女儿却不理解,train
single_parent16,1,https://www.bilibili.com/video/BV1Ka4y1F7de/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,单亲妈妈不是遮羞布！,train
single_parent17,1,https://www.bilibili.com/video/BV1bL4y1j7D6/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“你有心理缺陷吧？”单亲女孩遭准婆婆歧视，男生暖心劝诫,train
single_parent18,1,https://www.bilibili.com/video/BV1cG4y1R72f/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,原生家庭有多重要,train
single_parent19,1,https://www.bilibili.com/video/BV193411N74U/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,毁掉一个女孩往往都是从爸爸开始的,train
single_parent21,1,https://www.bilibili.com/video/BV13J411T77e/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,为什么女生不愿意嫁给单亲家庭的男生？美女说出了实话,train
single_parent22,1,https://www.bilibili.com/video/BV19W421w7p4/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,中国父母别再用自己的付出毁掉孩子,train
single_parent23,1,https://www.bilibili.com/video/BV14W411A7wK/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,男生愿意找个单亲家庭的女生做女友吗？小哥回答果然没让大家失望,train
single_parent24,1,https://www.bilibili.com/video/BV12V4y1o7uu/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,只因是单亲家庭，竟被同学和家长排挤。#张雨绮#董洁,train
single_parent25,1,https://www.bilibili.com/video/BV173411M7dd/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,父母离异的家庭对孩子的伤害到底有多大？同样是亲骨肉区别也太大了吧…,train
single_parent26,1,https://www.bilibili.com/video/BV1gK4y1b7pJ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,请善待单亲家庭的孩子,test
single_parent28,0,https://www.bilibili.com/video/BV1jb411t7gU/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“一个”单亲母亲的独白,train
single_parent29,0,https://www.bilibili.com/video/BV1iP4y1w77n/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,单亲家庭对孩子的影响实在太大了,train
single_parent30,0,https://www.bilibili.com/video/BV1no4y1Q7xp/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,单亲女儿对爸爸哭诉想妈妈，哭的撕心裂肺，一句话让爸爸揪心不已,train
single_parent31,0,https://www.bilibili.com/video/BV1NV4y1Z7tx/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,单亲母亲真不容易,train
single_parent32,0,https://www.bilibili.com/video/BV1fo4y1M7fp/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,两性情感：单亲妈妈带儿子最易遭遇的心理创伤,train
single_parent33,0,https://www.bilibili.com/video/BV1ra4y1z79u/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,单亲妈妈的无力感，没人能解决,train
single_parent34,0,https://www.bilibili.com/video/BV1C14y1h7ma/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,成为单亲妈妈一年了，没有所谓的逆袭传奇，偶尔也会焦虑，压力大的时候会失眠，日子一天天的重复着，好像什么都没变，又好像什么都变了，日子渺小重复却都是幸福！,train
single_parent35,0,https://www.bilibili.com/video/BV1se4y1N79r/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,单亲家庭和单亲家庭的孩子都不应该被歧视！,train
single_parent36,0,https://www.bilibili.com/video/BV1v14y1n7HA/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,“我在单亲家庭生活了22年，最害怕别人问起我从未见过的爸爸，因为我不知道该怎么回答”,train
single_parent37,0,https://www.bilibili.com/video/BV163411B7CP/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,单亲家庭长大的孩子：“我讨厌父母为了我而不离婚的家庭···”,test
single_parent38,0,https://www.bilibili.com/video/BV1oi4y1i73k/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,母亲去世 父亲再婚 被亲戚领养，原生家庭的伤害对自己的影响,train
single_parent40,0,https://www.bilibili.com/video/BV1cM411J7K2/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,女儿得知1年学费要5万哭成泪人，单亲妈妈：穷什么不能穷教育,train
single_parent41,0,https://www.bilibili.com/video/BV15Y41157FQ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,谷爱凌被问：单亲家庭对你有影响吗？随后谷爱凌的回答，太意外了,train
single_parent42,0,https://www.bilibili.com/video/BV1cc411J7Mp/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,非洲男孩先天畸形，单亲母亲20年不离不弃,train
single_parent43,0,https://www.bilibili.com/video/BV1Pt4y1P72D/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,21岁单亲妈妈送外卖遭歧视，被婆婆赶出家门惹争议，官媒亲自为其撑腰,train
single_parent44,0,https://www.bilibili.com/video/BV1xW4y1v7yn/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,单亲妈妈就是不好的？,train
single_parent45,0,https://www.bilibili.com/video/BV1Qh411j7eJ/?spm_id_from=333.337.search-card.all.click&vd_source=6374cb49b8a20f29e86ab9de12471afa,家长会上妈妈深情发言，不一样孩子过早步入社会，可怜天下父母心！,train
